ID	LOC	NAME	URL	TITLE	DESC
265	L24	Macintosh Librarian	www.maclibrarian.com	Macintosh Librarian's Retro Collection	"Come to Maccy and Kate's table to check out the first Macintosh, rare accessories, and play some Oregon Trail on the Apple II!"
266	P20/P21	Mr.Great		Mr.Great and Return of the Bit Lords	"A gloriously geeky celebration of 1980s computing, where pixel pioneers and floppy-disk fanatics reunite to honor the mighty Commodore history and other retro tech brands that started it all."
267	W*	Will P	https://docs.google.com/document/d/1FjVjNasWbjvj4Z1VgBGOZuFeCn4j6L2GgcXAmoW9mXA/edit?usp=sharing	Vintage PC LAN Party	"Vintage PCs, networked together for some LAN gaming fun. Quake 3, Unreal Tournament, Starcraft, and more. Plenty of systems are already available for attendees, but feel free to bring your own PC and join in too!"
269	F06	Mark Martin		Sinclair QL home computer demonstrations	"Demonstrating Timex Sinclair computers, focusing on the Sinclair QL. Part of a TSUG group sharing the wonderous and powerful line of computers from Timex and Sir Clive Includes original hardware and recent innovations."
271	Z27/Z28/Z29/Z30	Midwest Classic Videogame Museum	https://www.facebook.com/profile.php?id=61550529724304&mibextid=ZbWKwL	"Topo & Heathkit Robots, 45 year anniversary of CoCo with complete cartridge collection display, Comx 35 software dumping, misc Trade/sales."	"Our display will include a complete cib cartridge collection for the Radio Shack CoCo to celebrate its 45th anniversary! Topo 1 & 2 Robots with Androman reproduction & both Heathkit original & junior Robots. We hope to have our Comx-35 on display with some help on hand dumping rare software we have for it, & we will have some of our spare computer/videogame items available for trade/sale."
272	C01/C02/C24	Marvin Johnston		Early (late 1970's) microcomputers and hardware	"Early (late 1970's) microcomputers and hardware plus LOTS of books, magazines and manuals!"
273	P19	Matthew Schreiner Jr	Matthewschreiner.com	The Atari Guy	YouTube channel
274	P12	Matt Massie	https://github.com/nitros9project/nitros9	Foenix F256 NitrOS-9 / Basic09 Updates	A display featuring the Foenix retro systems F256Jr / F256JrJr running NitrOS-9 and Basic09 with many new enhancements. The WizFi360 chip on the F256JrJr has recently undergone much work to allow various wireless connections at 921600bps.
276	B17/B18/B19	Matt & Shanon’s		Matt & Shanon’s Cool Crap for Sale	"Lots of goodies for sale.. systems, boards, parts, yadda."
277	S20/S21	Matthew Jones / McJonesTech	mcjonestech.com	The Seequa Computer Corporation & Their Competitors	"See three lost machines from the Seequa Computer Corporation, alongside some of their lesser known competition from 1983-1985. Kaypro CP/M and games disks will be available at this booth."
278	E18	Kevin Moonlight	www.yyzkevin.ca	IBM PC110 & PCMCIA	"Experience the IBM PC110 hands on, along with a collection of interesting PCMCIA cards and related tech."
279	J14	Debra Staples		Peripherals for your 8 bit computers	"Hard to find gadgets that were available way back in the early days of 8-bit computing. First Class Peripherals Siders, Indus GT drives, MacCharlie, Microsoft MacEnhancer plus more."
280	R17/R18	Dragos		Sales	Truckload of commodore gear for sale
281	Z31/Z32/Z33/Z34	Tech Dungeon	https://techdungeon.xyz	"Retro computers and accessories, new joysticks, and other custom projects"	"We make many custom products for retro systems such as joysticks, joystick adapters, and many other 3D designs of ours. Plus we sell retro computers and accessories"
283	G07/G08	Mike Mason and Mike Stroz		SRS BZNS WITH IBM	Explore some serious business with IBM's Midrange AS/400
284	I19/I20/I21/I22	The Nostalgia Nexus	https://ebay.us/m/YCyw2c	"The Nostalgia Nexus is a St Louis based company with a current inventory of over 700 vintage machines and growing! IBM/clones, Apple, Mac, C64, Atari"	"One part museum collection, one part hobby store, the Nostalgia Nexus has something for everyone."
285	K08/K09/K10/K11/K12	Eric Moore	https://www.youtube.com/@happycomputerguy	Paper Tape and IBM Gear	"Various Teletypes and IBM Computers on display, and Model M keyboards for sale."
286	P06	Stephen Anderson		VBXE + Fujinet Software	I'll have several Atari 8-bit machines running demos which show features of FujiNet and VBXE upgrades.
287	N20/N21	FujiNet Team	https://fujinet.online	FujiNet Project	FujiNet is a multi-peripheral emulator and WiFi network device for vintage computers connecting old machines to the modern internet
288	L14/L15	Mike Connick		A cornucopia of vintage computers for sale	"Apple II, Macintosh, and whatever else my storage unit decides should go."
289	T22/T23	Ted Niespodziany		6809 GIMIX Ghost	GIMIX Ghost and Back To The Future build
290	E15	Anne Barela & Amy Lendian	https://x.com/anne_engineer	"IBM PC, XT, AT, PS/2 & More"	"IBM and Compaq PCs, add-in boards, computer memory, old laptops, old keyboards, manuals, books, cables, and other fun stuff."
291	E03/E04/E05	Nephrite.FM		Nihon Retro	"Hosting a variety of machines from Japan, largely from NEC's lineup. PC-98, PC-88, and earlier variants. A few MSX2+ machines, Famicom BASIC as well, and RoboPal will make a return appearance! Will have various PCs and retro consoles, parts and accessories for sale."
292	A01/A02/A03/A04/A05	Ecotronix Recycling		As always a little bit of everything.	"We have a variety of systems from the 80's to now. Desktops, laptops, components, cards, drives, you name it, we likely have it!"
293	J23	Josh Makar (NightWolfx03)		Retro PC Shenanigans	More odd and unique retro PCs
294	N18/N19	Noah Burney		"East vs. West: German 8-bits, MSX, and more"	"Check out East Germany's homegrown 8-bits, including a Robotron Z 9001 and a KC 85/3, as well as some West German twists on familiar classics: Atari 800XE and Commodore VC-20. Will also have an assortment of MSX machines from the USSR, Korea, etc. Plus a wide array of machines, software, and accessories for sale."
295	E23	Kushi		A random assortment	Some old systems I've acquired from various places and restored.
296	J08/J09	Protoweb	http://protoweb.org/	Protoweb Exhibit	We'll be exhibiting a working replica of the early World Wide Web using Protoweb project as the platform running on various systems
297	R01/R02	Iowa Guys		Commodore Power Supplies/Misc Commodore	"New Power Supplies for Commodore and Amiga, plus Misc Commodore for Sale"
298	R13/R14/R15/R16	Style64	http://style64.org	"Style64 - We make demos, tools, and toys for your Commodore Business Machine"	"We make demos, tools, and toys for your Commodore Business Machine"
299	J16/J17/J18	MoBATCH	Https://mobat.ch	Big Computer Fun Time	Showing off a big fun computer from the Museum collection
300	J24	Hooloovoo		Graphing calculators and phones	A collection of graphing calculators and a few connected phones. Possibly some old scopes.
301	S04	Paul Wilga		"Commodore Madness, 8-Bit Sales, Retro Gaming!"	"A variety of Commodore 8-bit fun with a touch of retro video gaming madness thrown in, with possible appearances by other 8-bit notorieties and systems!"
302	T05/T06	Darrell Pelan	n/a	Retro Heathkit 3D printed H8 case with MSX graphics kit. H89s featuring a CF card systems.	"Retro Heathkit systems featuring a 3D printed H8 case with MSX graphics kit. H89 featuring a CF card system, RAM disk, with a real time clock running ZSDOS. H89 featuring a CF card storage solution, two serial ports, one parallel, and a real time clock"
303	N02	Wisconsin Computer Club	WisconsinComputerClub.com	Wisconsin Computer Club Showcase	A showcase of exhibits by Wisconsin Computer Club members.
304	M20/M21	Peter R		Macintosh Collection Display and Sale Items	"Collection of old Macintosh computers with interactive activities for owners of Mavica FD cameras. Yearly Macintosh Paint competition. Selling some Sony Mavicas, Macs, and accessories"
305	J11/J12	"Analytics Lounge, NFP"	www.analyticslounge.org	Electron Microscopy!	Born in 1984 and restored slowly over many years this Amray Scanning Electron Microscope is a delightful mix of embedded x86 processors and physics.
306	D07	Paul Rak	pjrcomputing.com	Uncle Paulie's Retro Circus	Sun / AT&T / misc vintage micros
307	C03/C04/C05	RF Computers		Macs + uncommon computers and lots of stuff for sale	"Play around with a vintage Mac or one of our uncommon machines that we will have on display, such as the Sony SMC-70. We'll also have lots of stuff for sale, like computers and other junk, at prices you'll like. Come check us out!"
308	S08	"Randy Kindig, Floppy Days & ANTIC Podcasts"	https://www.floppydays.com	Floppy Days and ANTIC Podcasts	If you're not listening to the Floppy Days (general vintage computing) or ANTIC (Atari 8-bit computers) Podcasts you're missing out! Come find out more. There will be a small computer exhibit as well.
309	C06	raynorpat		Pat's Excellent Wares	"x86 Parts, SGI goodies, Gateway 2000 PCs and a bunch of other wonderful classic parts and goodies for sale."
310	Y04/Y05	Old School Gamer Magazine	oldschoolgamer.com	Retro Gaming Magazine	North America's ONLY Multi-Platform Retro Gaming and Computing Print Magazine
311	S13	Matt Reichert 'Tempest'	https://www.atariprotos.com/	Obscure Early Computers	"Obscure Early Computers featuring the VideoBrain, Exidy Sorcerer, and SV-328"
312	D13/D14	Doug's Vintage Computing		The History of DEC workstations.	"Demonstrations of Digital Equipment Corporation's workstation and personal computer lines as well as a VT420 terminal. In addition, a few Macintosh and Windows systems are configured with Xdmcp to connect to a FreeAXP-based Digital Tru64 system. The Macintosh and Windows systems are also equipped with a variety of games for those interested in early 2000s networked PC games, some of which using a custom DECNET->TCPIP layer for communications."
313	T16	Rich Natili	https://sites.google.com/view/spyhuntercoco/home	Adventures in CoCo Spy Hunting	I will be running my custom programmed version of the classic Bally ‘Spy Hunter’ on a TRS-80 Color Computer 1 connected to real arcade hardware controls. The exhibit will include hardware connection and programming (6809 assembly) details along will serial communication experiments to a second CoCo.
314	I07/I08/I09	Sapient Technologies	http://www.lisa2.com	Apple Lisa Demo and Upgrades	Apple Lisa demonstrations on original systems together with modern Lisa upgrades for sale.
315	L23	Ron's Computer Videos	https://ronscompvids.com/	KARAOKE (using MIDI on Macintosh)!	Have you ever wondered if it
316	M07	RobJenCollections	https://youtube.com/@RobJenCollections	RobJenCollections	"We collect, collaborate/restore, and sell retro computers, cameras, radios"
317	G05	Byteshift	https://byteshiftmusic.com	"Demonstrating Amateur Packet Radio, data over the air in the 80s"	"Demonstrating Amateur Packet Radio and selling various items, including my recreation of the RS232 interface for the TRS-80 Model I"
318	P14/P15/P16	Never Never Land BBS		Never Never Land BBS and Retro and Obscure Computers	Interactive play from back in the day. Featuring Never Never Land BBS (36 years old) and odd ball computing vintage hardware.
319	C07/C08/C09	Ronald Strojny		Various vintage computers for sale	Selling vintage computers and accessories mostly from the mid 90s to early 2000s. There will be a $5 pile of xp-vista era machines in varying conditions. Many CRTs as well.
320	J13	Russ Fierce		1A2 Key Phones	"Display and Sales or 1A2 Key Phones, IBM Monitors etc."
321	R05	Jim Drew	https://www.cbmstuff.com	Commodore Products	I will be showing the latest Commodore products - including those that have never been seen (yet). VCFMW will be their debut.
322	I03/I04/I05/I06	MacEffects / 8bit Stuff	maceffects.com	Awesome creations by MacEffects and 8-Bit Stuff	Showcasing awesome creations for the Apple II and Macintosh computers.
323	B02	Bryce Lanham		Chicken.Parts	"Vintage tech for sale, trade, and display from the chicken cache."
324	N06/N07	Scott K		Atari ST Roadshow + Multiplayer Sega Tower of Power Doom	"Two linked Sega tower of power setups (Genesis, 32X, Sega CD) running Doom CD32X Fusion. Atari Mega STE, TT030, and Falcon 030 up and running for play. Garage sale with random items for sale."
325	Z10/Z11/Z12/Z13	Scott Baret	www.scottbaret.com	Pittsburgh Classic Mac Lab	"Out there, it's 2025. In here, it's always 1992."
326	C23	Sellam Ismail		Various computing items from chicanery until Timbuk-tu.	We'll be having a fine variety of vintage computery things.
327	G21	Bea Thurman	https://superphonerecordings.com	Return of the Sampling Apple	The Greengate DS:3 sampling keyboard for the Apple II returns to VCF midwest for round 2!
328	S02	CityXen	https://youtube.com/CityXen	"Commodore Games, Meatloaf and FujiNET sales"	Come see the Whackadoodle! Commodore 64 game with the newly added CHICKEN PUNCHER 8000 (MK2)!
329	J10	Michael Shartiag		Once upon a time in the computer world....	Neck in the good old days
330	I01/I02	Steve Hatle		"Macs, Suns, and a working SOL-20 (I hope!)"	"Macs, Suns, and a working SOL-20 (I hope!). Selling except for the SOL"
331	S09/S10	Midwest Computer Museum	https://midwestcomputermuseum.com/	Midwest Computer Museum	Home Computers
332	J06	Steve K		Diversi-Dial: Online Chat in the 1980s	"Before discord, slack, or even IRC, Diversi-Dial created online chat communties through a network of owner-owned Apple //e based servers."
333	F08	Stewart Newfeld	www.zebrasystems.com	Timex TS1000 & Sinclair ZX81 products	"An extensive selection of Timex 1000 / Sinclair ZX81 computers, printers, kits, books, cassette software, video adaptors, keyboard upgrades, Arduino to Timex printer interfaces."
334	M06	Solomon and Wes		Solomon and Wes Microcomputer Extras	"A small selection of microcomputer stuff for sale: early Macintosh, PowerMacs, some PC compatible gear, and various accessories."
335	F14	The Sprawl Technology Library	http://www.sprawltechlib.com/	The Sprawl Technology Library Exhibits	"The Sprawl Technology Library is a set of private libraries in Columbus, Ohio specializing in the preservation of science fiction, fantasy, and older technology."
336	E16	UIUC Retrocomputing Club		UIUC Retrocomputing Club	Students from UIUC who are interested in retrocomputing!
337	Y02/Y03	Geekenspiel	https://geekenspiel.com/	Stickers & Retro PC Flair	"Geekenspiel offers a variety of retro computer case badges and stickers, including replicas of those found on systems from the 1990s. We cater to enthusiasts who are building or restoring older computers and want to add authentic or vintage-style flair."
338	K02	Steve Rundle		Steve's Junk Hoard: Live!	Exhibiting a small selection of 90's era computers and video game consoles
341	F11/F12	Dayton Computer Museum	DMA1.ORG	Dayton Computer Museum	"See and learn how our Relay based Binary Digital Computer works. Experience the beginnings of Electronic computation with 1931 and 1941 Thyratron tube based counters and 1955 Diode-Vacuum tube logic from the SAGE system. See operating Diode-Transistor logic components from the 1967 Bell Labs GE645 Mainframe of Multics and Unix fame. Learn about the museum's Integrated Circuit based Mini-Computers. Before the Altair 8800 and the Mark 8 there was the 1974 SCELBI. See a SCELBI 8B replica. Learn about the museum's computers from the 70s, 80s and 90s."
343	U14/U15	ARCI	https://www.antique-radios.org	Antique Radio Club of Illinois	ARCI
344	N11	Clint Thompson		Atari Hotz MIDI Translator Hands-On Experience Freeplay	The Atari Hotz MIDI Controller Translator 'Live Experience' will be open for everyone interested in playing the world's fastest MIDI controller of the 80s invented by Jimmy Hotz. Come unleash your musical genius while exploring this ultra-rare piece of Atari's history in person!
345	Z16/Z17	Ti99 Home Computer	https://michaelsweb.site/ti-computer-sale/	Demo / Sales	TI99 Home Computer and software
346	Z06/Z07	Juicy Crumb	juicycrumb.com	Juicy Crumb	See our products in action and talk to the team behind the DockLite and DockLite G4!
347	J07	Tom Major		Serial Data Communications Demo	"Exploring late 80's, 90's, and early 2000's Data Communications thru actual equipment demonstrations. Serial Data Comms using TDM Time Division Multiplexing."
348	F01/F02/F19/F20/F21/F22	The E-Waste Mates		One's trash is another's treasure! Demos & sales of various e-waste sourced hardware.	"We're a group of retro hardware enthusiasts with a passion for the local e-waste collection scene! Featuring demos of professional video production equipment, displays of various vintage computers, a CRT video wall, and also sales of CRTs and other equipment."
349	D11/D12	Paul Anderson		Paul Anderson	DEC parts and options
350	E07/E08	Danielle (thegirlg33k)	thegirlg33k.com	Japanese Systems from the 80s and 90s	Come check out the software libraries of different Japanese computers from the early 80s through the mid 90s. Also catch up on the latest Casio Loopy hardware and software. Japanese language skills not required!
351	T08/T09	Richard Lorbieski	https://boysontech.com	BoysonTech	Creator and manufacture of peripherals for the Tandy Color Computer.
352	Z24/Z25/Z26	Junk in Our Trunk		A collection of 8 to 32 bit hardware and accessories	"A couple of nerds with a little too much stuff, we have an assortment of computers, monitors, accessories, and reading material."
353	N01/N24	Sam Mijal		Everything from Apple to Zenith and in-between!	"Surplus equipment from my collection. Mostly PC and Mac stuff, with some odd and ends mixed in. Along with the possibility of one or two machines on display."
354	L07	The Stop Bits	thestopbits.net	The Stop Bits - a nerdy rock band	"Four YouTubers making music about (and sometimes with) vintage computers. Featuring Veronica Explains, The Taylor and Amy Show, and Action Retro."
355	D01/D22	William Donzelli		Stuff	Stuff. Things. Debris.
356	D05	Interim Computer Museum	https://icm.museum	Recollections at the Interim Computer Museum	"Recollect the past or experience it for the first time with remote access to 26 vintage hardware, hybrid restorations and simulated systems all running at the ICM in Tukwila, Washington. Use your typing skills at historic command line based operating systems and programming languages from the 1960s-1990s presented on a vintage video terminal"
358	D02	Wilkie Olin-Ammentorp	https://www.anl.gov/cels	Supercomputing History at Argonne	Historical hardware and software from previous supercomputers deployed at Argonne National Laboratory
359	P02/P03	INITECH	inidev.io	If INITECH was a real corporate network	"It’s 1999, The Matrix just came out, Frame Relay and NT 4 are the bomb, UNIX is king and the web is as it should be, 1.0. A 4 site WAN of all era correct gear, 98, NT, Netware, Frame Relay and T1’s galore, hands on encouraged."
360	N05	Zee Mehciz	https://www.facebook.com/retrotecharcade	Z's Retrotech Arcade	Just a bunch of stuff from my personal collection
361	L13	zigzagjoe	https://zigzagjoe.com	zigzagjoe's vintage	I make upgrades for vintage macintoshes and other systems! I plan to exhibit some of my more recent projects and offerings for sale.
362	Z20/Z21	STEVE MAHONEY	Steve Mahoney	"Amiga 4000, Commodore 128D, lots of software"	Lots of software for several platforms
363	Z22/Z23	Retrodores	https://switcher.acutisdata.com/	Commodore equipment and IEC switchgear	Retrodores.com celebrates retro systems with modern hardware and software. Try C64 OS and test out IEC switches available for purchase.
364	U03/U04	Amiga of Rochester	https://amigaofrochester.com	Amiga and Macintosh Upgrades. On site soldering services	Amiga and Macintosh Upgrades. On site soldering services
404	K15/K16	Maxx		Sales items	"KayPros, a PET, Olivetti M20, Compaq Portables, NeXT station, and perhaps others depending on car squeezability."
405	L18	Mr. Macintosh	mrmacintosh.com	Display	Macintosh Servers
777	H*	VCF Midwest	https://vcfmw.org	The Show You're At	This is where we sell shirts and garage sale items and stickers too
406	C11/C12/C13	Retro Tech Foundation	https://www.retrotechfoundation.org	Retro Tech Foundation Museum	"The Retro Tech Foundation’s mission is to educate the public about the value of vintage technology, from a practical, educational, sustainability and repairability standpoint. Educating visitors through hands-on exhibits at the RTF Museum (RTFM) in Watertown, CT is just one piece of the puzzle - RTF has created an online database where users can find valuable resources about their retro tech, as well as track their own inventory and quickly and easily source repair parts. RTF also holds the North America’s most complete Apple Computer collection."
